START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Cary,Morrisville,7.3,
########,########,Business,Morrisville,Cary,7.4,
########,########,Business,Whitebridge,Westpark Place,1.6,
########,########,Business,Westpark Place,Whitebridge,1.8,
########,########,Business,Cary,Durham,10.4,Meeting
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Cary,Durham,9.9,Meeting
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Cary,Raleigh,13.3,Meeting
########,########,Business,Raleigh,Cary,11.3,Meeting
########,########,Business,Cary,Durham,10.5,Meeting
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Cary,Durham,10.1,Meeting
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Cary,Morrisville,3.1,Errand/Supplies
########,########,Business,Morrisville,Cary,3.1,Errand/Supplies
########,########,Business,Cary,Durham,9.9,Meeting
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Whitebridge,Summerwinds,8.8,Meeting
########,########,Business,Summerwinds,Whitebridge,8.7,Temporary Site
########,########,Business,Cary,Durham,11.8,Meeting
########,########,Business,Parkwood,Parkwood,1.2,Errand/Supplies
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies
########,########,Business,Cary,Durham,9.9,
########,########,Business,Durham,Morrisville,8.6,
########,########,Business,Morrisville,Cary,6.3,Meal/Entertain
########,########,Business,Cary,Durham,9.9,Meeting
########,########,Business,Durham,Cary,9.9,
########,########,Business,Cary,Morrisville,3.3,Meal/Entertain
########,########,Business,Morrisville,Cary,3.1,Customer Visit
########,########,Business,Cary,Morrisville,7.9,Temporary Site
########,########,Business,Morrisville,Cary,8.9,
########,########,Business,Kenner,New Orleans,12.8,
########,########,Business,CBD,Pontchartrain Beach,7.7,
########,########,Business,Pontchartrain Beach,CBD,7,
########,########,Business,New Orleans,Metairie,12.5,
########,########,Business,Kenner,New Orleans,13.2,
########,########,Business,New Orleans,Kenner,13,
########,########,Business,Kenner,Metairie,4.9,
########,########,Business,Metairie,New Orleans,8.5,
########,########,Business,CBD,St Thomas,1.3,
########,########,Business,St Thomas,CBD,1.8,
########,########,Business,New Orleans,Kenner,13.6,
########,########,Business,Kenner,New Orleans,13.4,
########,########,Business,New Orleans,Kenner,12.3,
########,########,Personal,Kenner,Kenner,1.4,
########,########,Personal,Morrisville,Cary,8.7,
########,########,Personal,Cary,Morrisville,23.5,
########,########,Personal,Morrisville,Morrisville,2.2,
########,########,Personal,Morrisville,Cary,4.4,
########,########,Personal,Cary,Morrisville,3.3,
########,########,Business,Morrisville,Morrisville,11.8,Errand/Supplies
########,########,Business,Morrisville,Banner Elk,195.3,
########,########,Personal,Banner Elk,Banner Elk,8.3,
########,########,Personal,Banner Elk,Banner Elk,3.2,
########,########,Personal,Banner Elk,Elk Park,22.4,
########,########,Personal,Elk Park,Banner Elk,12.2,
########,########,Personal,Banner Elk,Banner Elk,4.5,
########,########,Personal,Banner Elk,Newland,28.1,
########,########,Personal,Newland,Newland,3.8,
########,########,Personal,Newland,Boone,41.9,
########,########,Personal,Boone,Banner Elk,23.8,
########,########,Personal,Banner Elk,Banner Elk,13,
########,########,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies
########,########,Personal,Banner Elk,Boone,15.1,Charity ($)
########,########,Personal,Boone,Cary,180.2,Commute
########,########,Personal,Cary,Morrisville,4.1,Moving
########,########,Personal,Morrisville,Cary,6.1,Moving
########,########,Personal,Northwoods,Preston,3.3,Moving
########,########,Personal,Preston,Whitebridge,4.7,Moving
########,########,Business,Cary,Apex,7.2,Meeting
########,########,Business,Apex,Cary,5.5,Meal/Entertain
########,########,Business,Cary,Morrisville,3.3,Meal/Entertain
########,########,Business,Hazelwood,Weston,0.9,Errand/Supplies
########,########,Business,Morrisville,Cary,3.8,Meal/Entertain
########,########,Business,Whitebridge,Stonewater,6.4,Customer Visit
########,########,Business,Stonewater,Lexington Park at Amberly,3,Meeting
########,########,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain
########,########,Business,Whitebridge,Chessington,3.9,Errand/Supplies
########,########,Personal,Chessington,Whitebridge,4.8,
########,########,Personal,Whitebridge,Edgehill Farms,2.8,
########,########,Personal,Edgehill Farms,Preston,1.4,
########,########,Personal,Preston,Whitebridge,1.4,
########,########,Business,Whitebridge,Edgehill Farms,2.7,
########,########,Business,Edgehill Farms,Burtrose,2.3,
########,########,Business,Cary,Morrisville,3.7,
########,########,Business,Morrisville,Cary,2.9,
########,########,Business,Cary,Morrisville,3.8,
########,########,Business,Morrisville,Cary,5.1,
########,########,Business,Hazelwood,Lexington Park at Amberly,9.1,
########,########,Business,Cary,Durham,8,
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Cary,Morrisville,6.1,Meal/Entertain
########,########,Business,Morrisville,Cary,12.2,
########,########,Business,Wayne Ridge,Whitebridge,8,
########,########,Business,Cary,Morrisville,4,
########,########,Business,Morrisville,Cary,9.5,
########,########,Business,Cary,Morrisville,3,
########,########,Business,Morrisville,Cary,6.3,
########,########,Business,Cary,Durham,10.4,Meeting
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Whitebridge,Parkway,1.5,
########,########,Business,Cary,Morrisville,4.9,
########,########,Business,Morrisville,Cary,7.9,
########,########,Business,Parkway,Whitebridge,1.7,
########,########,Business,Whitebridge,Westpark Place,2.2,
########,########,Business,Westpark Place,Whitebridge,2.1,
########,########,Business,Cary,Morrisville,2.5,Meal/Entertain
########,########,Business,Morrisville,Cary,2.5,Meal/Entertain
########,########,Business,Cary,Morrisville,2.8,
########,########,Business,Morrisville,Raleigh,14.7,
########,########,Business,Raleigh,Morrisville,14.6,
########,########,Business,Morrisville,Cary,2.3,
########,########,Business,Whitebridge,Westpark Place,2.2,
########,########,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain
########,########,Business,Cary,Durham,14,
########,########,Business,Durham,Cary,13.3,
########,########,Business,Westpark Place,Whitebridge,1.8,
########,########,Business,Whitebridge,Arlington Park at Amberly,6.2,
########,########,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
########,########,Business,Lexington Park at Amberly,Westpark Place,1.9,
########,########,Business,Cary,Apex,6.9,
########,########,Business,Apex,Cary,4.6,
########,########,Business,Whitebridge,Edgehill Farms,2.8,
########,########,Business,Cary,Morrisville,9.1,
########,########,Business,Morrisville,Cary,8.1,
########,########,Business,Cary,Morrisville,8.4,Meeting
########,########,Business,Arlington,Washington,4.9,
########,########,Business,Kalorama Triangle,K Street,1,
########,########,Business,K Street,Kalorama Triangle,1,
########,########,Business,West End,Northwest Rectangle,2,
########,########,Business,K Street,Kalorama Triangle,1.1,
########,########,Business,Kalorama Triangle,Downtown,1.5,
########,########,Business,Connecticut Avenue,Kalorama Triangle,1.3,
########,########,Business,Kalorama Triangle,Columbia Heights,1.8,
########,########,Business,Columbia Heights,Kalorama Triangle,1.5,
########,########,Business,Washington,Arlington,6.6,
########,########,Business,Morrisville,Cary,8,
########,########,Business,Whitebridge,Edgehill Farms,2.7,
########,########,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
########,########,Business,Cary,Morrisville,2.5,
########,########,Business,Morrisville,Cary,2.5,Meal/Entertain
########,########,Business,Whitebridge,Farmington Woods,5.2,
########,########,Business,Farmington Woods,Edgehill Farms,4,
########,########,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
########,########,Business,Cary,Morrisville,4.8,
########,########,Business,Morrisville,Cary,3.2,Customer Visit
########,########,Business,Whitebridge,Waverly Place,6.9,
########,########,Business,Cary,Raleigh,14.9,
########,########,Business,Raleigh,Cary,17.4,
########,########,Business,Cary,Durham,12.9,
########,########,Business,Durham,Apex,15.3,
########,########,Business,Apex,Apex,1,
########,########,Business,Apex,Cary,6,
########,########,Business,Whitebridge,Heritage Pines,2.2,
########,########,Business,Heritage Pines,Edgehill Farms,4.4,
########,########,Business,Edgehill Farms,Whitebridge,2.8,
########,########,Business,Cary,Wake Forest,31.7,
########,########,Business,Wake Forest,Cary,31.9,
########,########,Business,Whitebridge,Westpark Place,1.9,
########,########,Business,Westpark Place,Whitebridge,1.8,
########,########,Business,Cary,Morrisville,8.4,Meeting
########,########,Business,R?walpindi,Unknown Location,15.6,
########,########,Business,Unknown Location,Unknown Location,14.1,
########,########,Business,Unknown Location,Unknown Location,15.7,
########,########,Business,Unknown Location,Unknown Location,25.9,Temporary Site
########,########,Business,Unknown Location,Unknown Location,7.9,
########,########,Business,Unknown Location,Unknown Location,2.7,
########,########,Business,Unknown Location,Unknown Location,5.5,
########,########,Business,Unknown Location,Islamabad,5.7,
########,########,Business,Islamabad,Islamabad,1.2,
########,########,Business,Islamabad,Unknown Location,5.7,Temporary Site
########,########,Business,Unknown Location,Unknown Location,16.2,
########,########,Business,Unknown Location,Unknown Location,2.6,
########,########,Business,Unknown Location,Unknown Location,12.1,
########,########,Business,Unknown Location,R?walpindi,1.4,
########,########,Business,R?walpindi,Islamabad,6.4,
########,########,Business,Islamabad,Unknown Location,7.3,
########,########,Business,Unknown Location,Unknown Location,5.3,
########,########,Business,Unknown Location,Unknown Location,5.5,
########,########,Business,Unknown Location,Unknown Location,7.7,Temporary Site
########,########,Business,Unknown Location,Unknown Location,7.6,Temporary Site
########,########,Business,Unknown Location,Noorpur Shahan,7.6,
########,########,Business,Noorpur Shahan,Islamabad,3.3,
########,########,Business,Islamabad,R?walpindi,6.5,
########,########,Business,R?walpindi,Unknown Location,2,
########,########,Business,Unknown Location,Islamabad,5.7,
########,########,Business,Islamabad,Islamabad,3.2,
########,########,Business,Islamabad,Unknown Location,12.5,
########,########,Business,Unknown Location,Unknown Location,7.6,Airport/Travel
########,########,Business,Unknown Location,Unknown Location,7.7,
########,########,Business,Unknown Location,Islamabad,12.2,
########,########,Business,Islamabad,Islamabad,1.4,
########,########,Business,Islamabad,Unknown Location,20.2,
########,########,Business,Unknown Location,Islamabad,9.8,
########,########,Business,Islamabad,Unknown Location,6.3,
########,########,Business,Unknown Location,Islamabad,4.9,
########,########,Business,Islamabad,Islamabad,1.5,
########,########,Business,Islamabad,Unknown Location,10.9,
########,########,Business,Unknown Location,Unknown Location,19,
########,########,Business,Unknown Location,Unknown Location,19,
########,########,Business,Unknown Location,R?walpindi,7.9,
########,########,Business,R?walpindi,R?walpindi,4.1,
########,########,Business,R?walpindi,Unknown Location,18.7,
########,########,Business,Unknown Location,Noorpur Shahan,8.7,
########,########,Business,Noorpur Shahan,Unknown Location,7.5,
########,########,Business,Unknown Location,Noorpur Shahan,7.7,
########,########,Business,Noorpur Shahan,Islamabad,4.4,
########,########,Business,Islamabad,Unknown Location,5,
########,########,Business,Unknown Location,Unknown Location,1.9,
########,########,Business,Unknown Location,Unknown Location,7.9,
########,########,Business,Unknown Location,Unknown Location,17.7,
########,########,Business,Unknown Location,Unknown Location,25.2,
########,########,Business,Unknown Location,Unknown Location,96.2,
########,########,Business,Unknown Location,Unknown Location,35,
########,########,Business,Unknown Location,Unknown Location,5.5,
########,########,Business,Unknown Location,Unknown Location,50.4,
########,########,Business,Unknown Location,Lahore,9.2,
########,########,Business,Lahore,Unknown Location,7.3,
########,########,Business,Unknown Location,Unknown Location,5,
########,########,Business,Unknown Location,Unknown Location,3.8,
########,########,Business,Unknown Location,Lahore,3.9,
########,########,Business,Lahore,Lahore,7.4,
########,########,Business,Lahore,Lahore,1.5,
########,########,Business,Lahore,Unknown Location,7.9,
########,########,Business,Unknown Location,Lahore,2.9,
########,########,Business,Lahore,Lahore,3.4,
########,########,Business,Lahore,Lahore,3.8,
########,########,Business,Lahore,Unknown Location,5.9,
########,########,Business,Unknown Location,Lahore,9.6,
########,########,Business,Lahore,Lahore,7,
########,########,Business,Lahore,Lahore,0.9,
########,########,Business,Lahore,Unknown Location,86.6,
########,########,Business,Unknown Location,Unknown Location,156.9,
########,########,Business,Unknown Location,Noorpur Shahan,10.1,
########,########,Business,Noorpur Shahan,Islamabad,6.2,
########,########,Business,Islamabad,Islamabad,5.3,
########,########,Business,Islamabad,Unknown Location,12.1,
########,########,Business,Unknown Location,Islamabad,10.8,
########,########,Business,Islamabad,Islamabad,4.3,
########,########,Business,Islamabad,Islamabad,2.5,
########,########,Business,Islamabad,Unknown Location,5.7,Temporary Site
########,########,Business,Unknown Location,Islamabad,2.8,
########,########,Business,Islamabad,Unknown Location,4,
########,########,Business,Unknown Location,Islamabad,5.5,
########,########,Business,Islamabad,Islamabad,2.6,
########,########,Business,Unknown Location,Unknown Location,2.1,
########,########,Business,Unknown Location,Islamabad,8.8,
########,########,Business,Islamabad,Islamabad,4.4,
########,########,Business,Islamabad,Unknown Location,5.3,
########,########,Business,Unknown Location,Unknown Location,13,
########,########,Business,Unknown Location,Islamabad,13,
########,########,Business,Islamabad,Unknown Location,10.6,
########,########,Business,Unknown Location,Unknown Location,2.2,
########,########,Business,Unknown Location,Islamabad,9.2,
########,########,Business,Unknown Location,Unknown Location,12.9,
########,########,Business,Unknown Location,R?walpindi,17.2,
########,########,Business,Unknown Location,Unknown Location,69.1,
########,########,Business,Unknown Location,Unknown Location,2.8,
########,########,Business,Unknown Location,Unknown Location,8.6,
########,########,Business,Unknown Location,Unknown Location,9.8,
########,########,Business,Unknown Location,Unknown Location,3.6,
########,########,Business,Unknown Location,Unknown Location,1.7,
########,########,Business,Unknown Location,Unknown Location,11.5,
########,########,Business,Unknown Location,Unknown Location,0.7,
########,########,Business,Unknown Location,Unknown Location,0.7,
########,########,Business,Unknown Location,Unknown Location,0.9,
########,########,Business,Unknown Location,Unknown Location,1.6,
########,########,Business,Unknown Location,Unknown Location,9.4,
########,########,Business,R?walpindi,Unknown Location,18.2,
########,########,Business,Unknown Location,Islamabad,10.5,
########,########,Business,Islamabad,Unknown Location,5.7,
########,########,Business,Unknown Location,Unknown Location,18,
########,########,Business,Unknown Location,Islamabad,18.3,
########,########,Business,Islamabad,Unknown Location,16.5,
########,########,Business,Unknown Location,R?walpindi,9.6,
########,########,Business,Karachi,Karachi,2.9,
########,########,Business,Karachi,Unknown Location,8.2,
########,########,Business,Unknown Location,Unknown Location,2.4,
########,########,Business,Unknown Location,Unknown Location,5.8,
########,########,Business,Lahore,Lahore,9.8,
########,########,Business,Lahore,Unknown Location,7.3,
########,########,Business,Unknown Location,Unknown Location,195.6,
########,########,Business,Islamabad,Unknown Location,20.5,
########,########,Business,Unknown Location,Islamabad,12.6,
########,########,Business,Islamabad,Islamabad,37.7,
########,########,Business,Islamabad,Unknown Location,16.7,
########,########,Business,Unknown Location,Islamabad,10.5,
########,########,Business,Islamabad,Islamabad,2.8,
########,########,Business,Islamabad,Islamabad,1.6,
########,########,Business,Islamabad,Unknown Location,12.7,
########,########,Business,Unknown Location,Unknown Location,28.6,
########,########,Business,Unknown Location,Unknown Location,15.1,
########,########,Business,Unknown Location,R?walpindi,17.9,
########,########,Business,R?walpindi,Unknown Location,112.6,
########,########,Business,Unknown Location,Unknown Location,18.4,
########,########,Business,Unknown Location,Unknown Location,13.8,
########,########,Business,Unknown Location,Lahore,33.2,
########,########,Business,Lahore,Lahore,2.6,
########,########,Business,Lahore,Unknown Location,5.8,
########,########,Business,Unknown Location,Lahore,8.3,
########,########,Business,Lahore,Lahore,2.4,
########,########,Business,Lahore,Lahore,3.1,
########,########,Business,Lahore,Lahore,6.1,
########,########,Business,Karachi,Karachi,3.6,
########,########,Business,Karachi,Unknown Location,8,
########,########,Business,Unknown Location,Unknown Location,7.7,Temporary Site
########,########,Business,Islamabad,Islamabad,1.7,
########,########,Business,Islamabad,Unknown Location,9.5,
########,########,Business,Unknown Location,R?walpindi,17.1,Meeting
########,########,Business,R?walpindi,Unknown Location,18.4,
########,########,Business,Unknown Location,Islamabad,9.8,
########,########,Business,Islamabad,Islamabad,1,
########,########,Business,Islamabad,Islamabad,0.7,
########,########,Business,Islamabad,Islamabad,2.3,
########,########,Business,Islamabad,Unknown Location,10.9,
########,########,Business,Unknown Location,R?walpindi,12.7,
########,########,Business,R?walpindi,Unknown Location,12.4,
########,########,Business,Unknown Location,Unknown Location,3.8,
########,########,Business,Unknown Location,R?walpindi,17,Meeting
########,########,Business,Morrisville,Morrisville,6.2,
########,########,Business,Morrisville,Cary,3.1,
########,########,Business,Cary,Durham,10.5,Meeting
########,########,Business,Durham,Morrisville,8.1,
########,########,Business,Morrisville,Cary,3.1,
########,########,Business,Whitebridge,Parkway,2.1,Meeting
########,########,Business,Cary,Morrisville,4.3,
########,########,Business,Morrisville,Cary,2.5,Meal/Entertain
########,########,Business,Cary,Raleigh,20.6,
########,########,Business,Raleigh,Cary,17.6,
########,########,Business,Cary,Apex,5.6,
########,########,Business,Apex,Apex,3.3,
########,########,Business,Apex,Cary,5.3,
########,########,Business,Whitebridge,Edgehill Farms,3.3,
########,########,Business,Edgehill Farms,Whitebridge,3.3,
########,########,Business,Cary,Morrisville,7.9,Temporary Site
########,########,Business,Oakland,Emeryville,13,
########,########,Business,Emeryville,Berkeley,3,
########,########,Business,Berkeley,Emeryville,3,
########,########,Business,Emeryville,Oakland,3.8,
########,########,Business,Oakland,San Francisco,9.5,
########,########,Business,SOMISSPO,French Quarter,1.7,
########,########,Business,San Francisco,Berkeley,10.8,
########,########,Business,West Berkeley,North Berkeley Hills,4.1,
########,########,Business,North Berkeley Hills,Southside,2.2,
########,########,Business,Berkeley,Emeryville,4.6,
########,########,Business,Emeryville,Berkeley,3.1,
########,########,Business,Berkeley,San Jose,47.7,
########,########,Business,San Jose,Emeryville,44.6,
########,########,Business,Emeryville,Oakland,13.2,
########,########,Business,Morrisville,Cary,8.7,
########,########,Business,Cary,Raleigh,17.2,
########,########,Business,Raleigh,Cary,14,
########,########,Business,Cary,Raleigh,28.1,
########,########,Business,Raleigh,Cary,28.2,
########,########,Business,Cary,Morrisville,3.1,Meal/Entertain
########,########,Business,Morrisville,Cary,3.1,Customer Visit
########,########,Business,Cary,Durham,16.4,
########,########,Business,Durham,Morrisville,15.4,
########,########,Business,Morrisville,Cary,2.2,
########,########,Business,Cary,Apex,11.2,
########,########,Business,Apex,Eagle Rock,2.2,
########,########,Business,Eagle Rock,Cary,3.6,
########,########,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
########,########,Business,Savon Height,Parkway,4.9,
########,########,Business,Parkway,Whitebridge,8.7,Errand/Supplies
########,########,Business,Whitebridge,Parkway,2.1,Meeting
########,########,Business,Parkway,Whitebridge,2.1,
########,########,Business,Cary,Morrisville,8.4,Meeting
########,########,Business,Morrisville,Morrisville,5.9,
########,########,Business,Huntington Woods,Huntington Woods,12.1,
########,########,Business,Huntington Woods,Weston,3.9,
########,########,Business,Morrisville,Cary,6.2,
########,########,Business,Cary,Durham,10.4,Meeting
########,########,Business,Durham,Cary,9.9,Meeting
########,########,Business,Cary,Winston Salem,107,Meeting
########,########,Business,Winston Salem,Asheville,133.6,Meeting
########,########,Business,Asheville,Topton,91.8,Meeting
########,########,Business,Topton,Hayesville,40.7,Meeting
########,########,Business,Hayesville,Topton,75.7,
########,########,Business,Topton,Bryson City,29.8,
########,########,Business,Bryson City,Bryson City,16.3,
########,########,Business,Bryson City,Bryson City,6.5,
########,########,Business,Bryson City,Bryson City,6.3,
########,########,Business,Bryson City,Almond,6.6,
########,########,Business,Almond,Bryson City,15.2,
########,########,Business,Bryson City,Asheville,68.4,
########,########,Business,Asheville,Mebane,195.9,
########,########,Business,Mebane,Cary,45.2,
########,########,Business,Cary,Morrisville,3.2,
########,########,Business,Morrisville,Raleigh,10.3,
########,########,Business,Raleigh,Cary,13.1,
########,########,Business,Savon Height,Whitebridge,9.6,Errand/Supplies
########,########,Business,Cary,Durham,16.5,
########,########,Business,Durham,Cary,12.8,
########,########,Business,Whitebridge,Whitebridge,1.2,
########,########,Business,Whitebridge,Whitebridge,1,
########,########,Business,Whitebridge,Whitebridge,4.1,
########,########,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
########,########,Business,Whitebridge,Westpark Place,1.4,
########,########,Business,Westpark Place,Whitebridge,1.8,
########,########,Business,Cary,Morrisville,8.5,Meeting
########,########,Business,Morrisville,Morrisville,5,
########,########,Business,Morrisville,Cary,3.8,
########,########,Business,Whitebridge,Hazelwood,2.5,
########,########,Business,Hazelwood,Whitebridge,2.4,
########,########,Business,Whitebridge,Westpark Place,1.4,
########,########,Business,Westpark Place,Whitebridge,1.8,
########,########,Business,Cary,Morrisville,3.1,Meal/Entertain
########,########,Business,Morrisville,Cary,3.1,Customer Visit
########,########,Business,Cary,Morrisville,7.9,Temporary Site
########,########,Business,San Jose,Santa Clara,3.8,
########,########,Business,Agnew,Cory,4.3,
########,########,Business,Cory,Agnew,3.9,
########,########,Business,Agnew,Renaissance,2.2,
########,########,Business,Renaissance,Agnew,2.8,
########,########,Business,Agnew,Agnew,2.2,
########,########,Business,Agnew,Renaissance,2.4,
########,########,Business,Renaissance,Agnew,2.8,Meeting
########,########,Business,Santa Clara,Berkeley,43.9,Customer Visit
########,########,Business,Downtown,West Berkeley,1.8,
########,########,Business,West Berkeley,Central,3.3,
########,########,Business,Berkeley,San Francisco,11.8,Between Offices
########,########,Business,San Francisco,Berkeley,13.2,Between Offices
########,########,Business,Berkeley,San Francisco,12.2,Between Offices
########,########,Business,San Francisco,Berkeley,11.3,Meeting
########,########,Business,Berkeley,Emeryville,3.6,
########,########,Business,Emeryville,Berkeley,3,
########,########,Business,Berkeley,San Francisco,11.4,
########,########,Business,NOMA,Downtown,0.9,
########,########,Business,Downtown,Sunnyside,6.2,
########,########,Business,Sunnyside,Ingleside,0.7,
########,########,Business,Ingleside,Potrero Flats,5.5,Meeting
########,########,Business,San Francisco,Oakland,12.7,Customer Visit
########,########,Business,Oakland,Berkeley,2.6,
########,########,Business,Central,Central,1.1,
########,########,Business,Berkeley,San Francisco,12.6,Temporary Site
########,########,Business,Tenderloin,SOMISSPO,1.2,
########,########,Business,SOMISSPO,Tenderloin,1.1,
########,########,Business,San Francisco,Oakland,9.9,Temporary Site
########,########,Business,Oakland,Berkeley,6,Meeting
########,########,Business,West Berkeley,Central,0.8,
########,########,Business,Berkeley,Menlo Park,45.9,Customer Visit
########,########,Business,Menlo Park,Palo Alto,4,
########,########,Business,Palo Alto,Menlo Park,2.5,
########,########,Business,Menlo Park,Berkeley,36.6,Customer Visit
########,########,Business,Central,College Avenue,2.9,
########,########,Business,College Avenue,Central,2.6,
########,########,Business,Central,South,2.3,
########,########,Business,South,Downtown,6.4,
########,########,Business,Downtown,Central,1.4,
########,########,Business,Central,West Berkeley,0.6,
########,########,Business,West Berkeley,South,5.9,Meeting
########,########,Business,South,Southwest Berkeley,0.8,
########,########,Business,Berkeley,Emeryville,1.3,
########,########,Business,Emeryville,Berkeley,3.7,Errand/Supplies
########,########,Business,Central,Central,2.3,
########,########,Business,Central,Central,2.6,
########,########,Business,Central,Southside,1.9,
########,########,Business,Southside,West Berkeley,2.1,
########,########,Business,West Berkeley,Southside,4,Meeting
########,########,Business,Southside,South Berkeley,0.9,
########,########,Business,South Berkeley,Southside,0.9,
########,########,Business,Southside,Central,2.4,
########,########,Business,Central,Southside,1.9,
########,########,Business,Southside,Central,1.9,
########,########,Business,Berkeley,Mountain View,44.6,Customer Visit
########,########,Business,Mountain View,Berkeley,43.6,Customer Visit
########,########,Business,Berkeley,Emeryville,2.5,
########,########,Business,Emeryville,Berkeley,3.7,Errand/Supplies
########,########,Business,Berkeley,Oakland,5.1,
########,########,Business,Oakland,San Francisco,9.7,Temporary Site
########,########,Business,San Francisco,Berkeley,11.8,Temporary Site
########,########,Business,Berkeley,El Cerrito,2.3,Temporary Site
########,########,Business,El Cerrito,Berkeley,3.1,Meal/Entertain
########,########,Business,Berkeley,Oakland,16.3,Customer Visit
########,########,Business,Cary,Morrisville,3.1,Meal/Entertain
########,########,Business,Morrisville,Cary,5.2,Meal/Entertain
########,########,Business,Krendle Woods,Whitebridge,6.1,Meeting
########,########,Business,Cary,Durham,10.3,Meeting
########,########,Business,Durham,Cary,10.5,Meeting
########,########,Business,Cary,Cary,1.5,
########,########,Business,Cary,Cary,1.8,
########,########,Business,Cary,Apex,5.4,Errand/Supplies
########,########,Business,Apex,Cary,5.4,Customer Visit
########,########,Business,Cary,Cary,39.2,Between Offices
########,########,Business,Cary,Cary,6.4,Customer Visit
########,########,Business,Cary,Cary,2.7,Meeting
########,########,Business,Cary,Cary,18.5,Errand/Supplies
########,########,Business,Cary,Cary,2.5,Meal/Entertain
########,########,Business,Cary,Cary,2.1,Meal/Entertain
########,########,Business,Cary,Unknown Location,6.7,Errand/Supplies
########,########,Business,Unknown Location,Morrisville,3.5,Meal/Entertain
########,########,Business,Morrisville,Cary,3.4,Errand/Supplies
########,########,Business,Cary,Cary,5.5,Meeting
########,########,Business,Cary,Cary,4.1,Meeting
########,########,Business,Cary,Cary,12.7,Customer Visit
########,########,Business,Cary,Morrisville,3,Meal/Entertain
########,########,Business,Morrisville,Cary,3.5,Customer Visit
########,########,Business,Cary,Cary,5.9,Meal/Entertain
########,########,Business,Cary,Cary,1.9,
########,########,Business,Cary,Cary,3.3,
########,########,Business,Cary,Cary,1.3,
########,########,Business,Cary,Durham,10.3,Meeting
########,########,Business,Durham,Cary,11.1,Meeting
########,########,Business,Cary,Cary,1.4,
########,########,Business,Cary,Apex,5.1,Meeting
########,########,Business,Apex,Holly Springs,9,Meeting
########,########,Business,Holly Springs,Cary,13.3,Between Offices
########,########,Business,Cary,Cary,2.5,Errand/Supplies
########,########,Business,Cary,Morrisville,3.3,Meal/Entertain
########,########,Business,Morrisville,Cary,2.9,
########,########,Business,Cary,Raleigh,8.5,Customer Visit
########,########,Business,Raleigh,Morrisville,6.7,Temporary Site
########,########,Business,Morrisville,Cary,3.1,
########,########,Business,Cary,Cary,5.5,Meeting
########,########,Business,Cary,Cary,5.5,Errand/Supplies
########,########,Business,Cary,Morrisville,2.9,Meal/Entertain
########,########,Business,Morrisville,Cary,2.9,Customer Visit
########,########,Business,Cary,Apex,5.1,Meal/Entertain
########,########,Business,Apex,Cary,5.3,Customer Visit
########,########,Business,Cary,Morrisville,3.3,Meal/Entertain
########,########,Business,Morrisville,Cary,3,Customer Visit
########,########,Business,Cary,Wake Co.,6.6,Errand/Supplies
########,########,Business,Wake Co.,Morrisville,1.8,
########,########,Business,Morrisville,Cary,3,Customer Visit
########,########,Business,Cary,Morrisville,2.9,Meal/Entertain
########,########,Business,Morrisville,Cary,3.4,Customer Visit
########,########,Business,Cary,Cary,4.1,
########,########,Business,Cary,Cary,3.8,Meal/Entertain
########,########,Business,Cary,Cary,6.6,Meeting
########,########,Business,Cary,Cary,4,Meeting
########,########,Business,Cary,Cary,7,Customer Visit
########,########,Business,Cary,Cary,6.9,Meal/Entertain
########,########,Business,Cary,Cary,3.4,Errand/Supplies
########,########,Business,Cary,Cary,3.4,Errand/Supplies
########,########,Business,Cary,Cary,2,Meeting
########,########,Business,Cary,Cary,2,Errand/Supplies
########,########,Business,Cary,Apex,5.1,Errand/Supplies
########,########,Business,Apex,Cary,8.8,Temporary Site
########,########,Business,Cary,Cary,5.6,Meeting
########,########,Business,Cary,Cary,18.9,Customer Visit
########,########,Business,Cary,Fuquay-Varina,15.6,Meeting
########,########,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies
########,########,Business,Cary,Morrisville,3,Meal/Entertain
########,########,Business,Morrisville,Cary,3.1,Customer Visit
########,########,Business,Cary,Morrisville,3,Meal/Entertain
########,########,Business,Morrisville,Cary,4.8,Errand/Supplies
########,########,Business,Cary,Cary,2.1,Errand/Supplies
########,########,Business,Cary,Cary,3.1,Errand/Supplies
